Source,Target
518,91
825,830
582,504
367,984
31,569
194,336
577,661
536,80
578,404
473,213
379,197
971,665
105,239
221,290
301,733
463,129
437,644
309,229
285,607
928,684
318,975
789,592
929,944
385,568
774,426
167,597
593,115
286,547
397,905
487,244
507,67
870,460
735,711
744,225
231,949
122,518
428,376
42,847
271,965
372,35
503,291
509,279
673,14
22,566
641,488
969,666
938,282
843,992
976,201
209,260
260,574
742,950
90,368
4,326
459,825
90,967
330,235
118,5
424,201
841,528
811,974
757,142
437,442
814,201
480,244
726,238
348,628
367,90
169,111
387,188
782,294
423,847
77,802
665,435
802,676
989,484
724,486
870,244
422,298
967,653
123,791
358,694
893,29
171,238
640,553
998,445
820,837
529,69
67,780
39,934
77,974
473,787
422,759
235,634
649,684
737,61
277,818
655,442
747,448
253,723
259,313
218,290
876,717
317,131
181,190
756,3
761,879
477,395
612,174
814,69
875,145
276,279
489,142
970,209
645,694
870,251
861,739
50,36
406,949
459,438
28,438
734,143
403,471
510,442
122,908
959,979
616,447
748,993
892,902
735,765
674,249
563,962
431,380
142,612
135,675
438,898
903,667
194,468
826,552
164,147
864,476
773,290
388,471
608,756
721,997
465,98
528,85
611,370
658,972
744,495
528,23
506,455
253,613
899,426
57,789
992,313
998,769
106,62
428,540
249,625
423,762
595,465
150,434
975,327
338,939
584,968
73,198
234,618
587,974
821,797
218,589
755,564
861,640
14,4
980,401
155,246
441,683
547,977
66,674
998,916
674,921
199,58
835,624
991,986
665,152
105,816
733,235
434,246
483,756
134,527
408,823
305,108
684,592
136,176
940,847
701,301
47,415
618,39
428,422
1,987
568,641
964,695
868,293
93,522
787,505
844,854
737,163
200,98
615,45
307,938
391,198
977,940
194,966
589,81
954,513
514,301
735,4
329,239
30,367
961,631
188,941
191,896
540,577
212,737
230,595
275,136
199,403
376,825
34,338
611,869
299,231
955,271
465,563
881,309
311,654
466,348
584,644
752,922
676,302
136,161
944,207
494,233
868,971
155,762
756,229
743,18
255,271
47,682
514,810
777,511
984,870
332,390
155,691
399,740
920,255
406,242
651,84
138,261
473,316
393,194
578,242
325,792
299,729
877,752
234,648
519,595
390,610
153,338
719,403
71,223
216,973
411,123
660,373
57,108
123,936
647,863
526,854
125,150
232,469
638,903
992,116
920,314
849,427
733,944
665,811
87,45
535,641
392,820
302,830
334,782
499,463
88,660
823,494
975,804
80,127
511,443
583,207
14,701
457,513
447,339
232,468
396,796
164,830
50,649
354,249
226,48
2,224
56,364
460,156
853,845
514,29
550,595
34,24
281,936
623,775
57,817
777,704
655,153
264,873
317,811
959,55
127,500
336,94
350,908
228,703
295,779
50,439
279,719
295,33
954,869
728,721
225,979
752,719
569,85
510,222
33,397
663,931
772,48
726,275
754,959
936,287
528,138
177,424
298,823
607,454
761,233
729,828
13,578
98,215
716,213
284,186
463,105
898,409
167,794
926,26
751,278
842,33
951,873
451,498
916,90
10,404
106,358
362,574
455,812
367,965
968,890
251,431
717,398
257,376
632,191
495,125
298,576
856,876
719,898
580,728
928,640
629,949
868,98
434,505
903,36
666,764
131,645
326,944
37,267
253,293
234,877
160,723
822,297
665,589
30,898
764,125
735,865
505,401
920,759
859,87
677,619
194,778
433,483
820,66
522,796
867,62
228,365
643,217
755,419
572,895
437,822
890,763
485,693
397,495
290,118
468,256
854,988
386,355
395,334
702,193
353,631
656,886
255,790
434,818
673,917
71,50
455,868
845,220
996,756
111,957
702,755
931,548
98,671
728,285
267,181
340,867
608,904
603,650
319,543
967,728
1,554
316,820
228,188
698,740
353,617
684,858
36,372
22,397
571,930
782,509
134,756
398,395
883,294
967,222
850,463
705,607
149,470
49,921
307,523
461,540
301,896
259,480
147,619
187,156
777,112
84,716
26,327
199,928
952,304
654,469
920,344
456,163
10,257
996,560
136,218
387,223
879,281
740,362
540,239
754,319
947,830
125,560
66,543
569,476
15,583
332,118
461,856
526,905
317,822
80,422
265,761
362,693
230,309
108,135
631,385
675,149
660,723
605,470
789,154
120,368
471,691
986,883
154,605
290,820
264,233
818,625
371,479
874,690
244,866
999,812
307,78
271,535
459,890
713,806
243,606
179,3
552,883
294,1000
902,428
146,761
574,316
216,178
47,354
22,779
449,291
212,701
665,242
843,235
339,132
998,693
684,81
490,467
298,524
281,479
764,120
467,314
916,925
565,134
862,487
551,800
395,284
318,344
775,47
112,696
398,768
161,747
954,234
611,554
339,932
262,101
956,126
899,631
610,897
31,490
445,84
91,749
227,843
578,418
848,3
267,843
53,881
137,714
698,484
829,111
447,123
189,625
494,695
870,723
142,269
71,458
995,721
156,684
324,332
831,663
538,706
811,298
660,131
21,728
461,350
767,225
269,33
380,404
948,34
628,990
485,385
814,275
988,987
921,895
336,111
905,453
779,385
646,579
764,396
506,939
852,469
98,401
254,111
762,422
90,324
794,671
985,586
863,361
137,976
951,873
201,723
177,432
86,510
933,993
898,879
428,704
251,311
3,389
877,917
939,147
779,433
774,650
999,508
568,453
743,79
479,19
826,84
707,65
919,365
106,847
329,726
62,481
95,484
704,484
853,594
754,878
208,837
434,645
326,530
808,256
461,837
524,731
883,260
890,339
435,281
33,163
172,91
174,428
171,392
568,102
174,319
15,999
218,619
219,538
747,747
883,589
395,235
676,437
690,504
928,732
934,259
513,119
127,847
362,207
448,696
747,176
691,81
934,582
37,587
964,986
22,362
906,618
307,395
782,392
200,584
595,974
454,928
334,615
551,831
623,467
993,453
187,397
294,284
80,407
71,742
197,498
422,553
682,421
134,906
882,458
829,418
914,105
729,80
926,999
714,546
478,468
214,794
683,216
963,826
134,997
869,844
114,4
108,732
843,841
623,395
523,249
789,163
391,24
397,318
224,466
832,854
408,126
341,260
974,349
556,267
224,189
340,4
478,359
36,570
831,856
398,220
108,936
317,1000
870,897
438,353
154,988
706,716
508,787
521,263
852,963
603,773
811,662
478,362
188,433
790,283
332,114
5,583
610,521
137,329
321,50
800,695
610,473
817,732
253,673
939,917
810,230
380,142
586,56
294,441
517,456
539,829
619,641
33,556
84,962
510,307
13,194
576,666
848,995
15,996
701,505
482,379
580,955
270,663
441,821
4,438
355,229
885,40
818,163
455,870
875,370
782,84
142,77
275,227
733,172
925,756
863,133
220,341
387,706
23,146
856,153
265,406
902,187
200,545
556,582
693,123
112,343
90,997
619,59
327,267
51,788
387,386
720,553
654,428
806,294
171,619
179,443
361,279
944,613
867,566
590,398
386,704
397,761
905,564
535,825
175,142
751,997
792,673
912,952
112,565
578,200
332,733
364,469
283,233
170,490
8,216
792,653
625,293
510,790
503,156
178,449
988,386
658,546
71,110
484,571
905,467
91,45
153,607
756,743
146,676
673,355
482,94
767,707
548,848
677,698
866,570
798,674
565,350
582,197
388,102
551,551
866,761
743,41
841,882
896,957
540,260
665,257
784,734
82,553
11,415
128,560
371,703
616,372
460,705
767,319
893,25
315,409
870,190
31,45
510,480
143,155
701,676
577,677
552,218
460,879
747,109
875,723
683,314
110,866
454,603
937,318
466,841
689,916
252,190
944,892
985,115
820,179
676,510
889,225
618,77
420,702
866,989
729,849
26,160
825,697
227,610
263,691
985,902
735,271
413,836
406,565
417,317
119,789
352,267
371,231
884,798
257,297
849,40
418,320
215,818
156,299
858,408
368,439
745,36
990,438
608,675
893,759
49,788
993,930
111,55
925,213
988,484
63,948
495,703
172,433
265,269
816,34
663,779
576,919
86,621
107,62
53,172
719,447
397,709
132,870
784,330
212,368
10,600
370,4
309,866
568,645
768,705
767,134
893,299
317,179
510,684
804,439
951,955
602,61
178,613
974,177
849,505
73,456
913,222
757,674
791,450
607,371
189,471
355,200
701,187
586,812
341,441
290,320
109,990
949,509
755,218
540,226
317,124
818,101
870,107
794,747
109,972
965,128
906,406
644,178
576,691
156,615
695,470
730,408
413,466
371,791
24,511
138,490
828,141
137,774
455,344
517,420
264,98
976,883
490,87
337,392
93,394
339,270
408,539
62,394
988,969
677,71
439,420
90,439
432,14
372,548
350,207
936,55
11,594
755,865
513,696
511,257
890,652
947,529
921,232
441,53
646,463
17,996
474,238
283,105
456,756
912,865
896,653
704,523
523,896
371,485
853,192
490,720
190,810
724,114
645,804
540,73
858,556
779,629
156,207
441,180
484,201
552,263
437,453
715,352
902,906
489,933
466,320
955,941
675,687
883,197
843,485
818,550
305,433
448,449
932,961
794,134
519,628
307,299
406,706
962,602
389,644
200,267
314,629
339,156
464,13
798,254
419,487
841,554
858,498
101,210
156,463
812,847
200,320
90,61
683,732
22,857
704,645
961,878
164,482
243,393
167,716
712,695
449,494
267,509
132,56
256,220
998,785
464,932
963,927
24,674
385,600
877,886
934,441
613,784
466,411
712,293
231,712
618,797
619,25
108,856
372,494
417,789
969,166
895,574
218,797
218,714
252,487
115,166
146,857
576,456
32,397
999,62
254,23
372,704
861,95
128,976
759,934
644,495
729,607
698,729
967,857
170,242
175,321
417,164
445,902
988,586
505,436
290,775
279,687
227,73
788,124
947,123
579,975
573,352
261,80
827,842
922,201
464,379
93,941
565,242
697,948
896,471
124,252
987,858
841,478
304,696
233,806
732,135
705,623
387,147
735,767
220,388
828,714
900,242
878,494
90,607
36,508
464,213
242,220
965,252
908,82
745,691
644,615
947,346
868,392
48,120
856,842
396,832
254,554
48,991
380,361
524,267
569,624
919,876
207,279
260,341
841,341
307,696
30,808
293,503
370,386
180,933
941,732
818,298
269,314
398,226
466,361
360,251
925,385
900,844
101,895
451,644
889,110
535,745
758,304
18,709
742,689
587,8
787,871
986,387
321,944
344,227
556,175
412,590
10,257
387,172
63,946
976,349
372,995
814,990
217,787
932,342
134,755
55,4
974,304
36,77
676,536
798,329
37,279
87,871
91,372
189,477
391,539
252,729
881,482
200,614
297,589
562,80
889,124
913,471
922,647
447,713
875,658
873,885
190,827
108,569
756,877
58,279
948,470
47,755
201,859
905,346
602,95
901,445
908,13
595,63
975,428
595,23
86,150
142,287
582,179
412,190
825,226
73,921
301,986
861,485
505,987
569,675
269,329
868,947
816,484
451,114
287,729
779,337
87,418
660,811
600,190
902,647
631,613
903,283
730,427
214,856
894,235
180,308
108,436
315,132
342,944
391,882
120,927
922,798
677,438
629,644
1000,717
749,242
890,653
953,818
409,658
77,987
731,724
259,290
946,329
797,214
822,618
175,650
881,443
297,921
545,227
56,677
489,926
91,450
798,818
398,114
566,894
928,967
628,249
132,420
598,884
294,51
346,417
972,988
467,900
566,963
344,328
825,852
713,71
42,976
36,81
439,653
307,890
790,608
22,434
112,251
928,295
37,428
90,420
407,759
658,242
857,925
596,580
730,265
439,46
379,977
706,207
275,892
456,709
568,150
543,337
468,98
478,397
969,110
677,997
417,128
972,428
55,25
691,177
474,731
205,355
124,34
393,438
127,882
787,666
728,873
138,528
257,777
889,339
988,568
861,619
589,160
882,671
489,36
48,832
320,370
253,445
401,132
387,882
584,749
856,836
10,922
901,705
24,98
922,921
482,305
235,495
858,487
142,684
23,921
936,172
393,213
269,18
926,903
47,81
298,146
1,504
254,419
389,785
843,800
421,709
865,798
852,890
987,675
890,614
388,149
712,663
160,767
859,48
251,666
946,95
361,905
102,993
77,885
393,449
451,142
108,618
207,368
922,511
467,135
404,687
854,787
307,499
263,772
956,455
476,329
988,777
775,8
954,401
267,671
728,301
610,132
792,454
455,127
714,932
169,652
652,953
687,847
562,505
859,263
562,947
879,745
394,893
831,482
158,215
330,232
81,607
804,963
969,293
933,675
503,158
952,818
742,471
124,664
714,412
417,23
476,51
934,709
101,123
259,190
927,215
47,393
295,869
729,507
401,889
439,397
875,309
836,631
862,584
311,702
77,944
315,734
853,811
676,90
320,859
614,820
675,806
619,844
903,267
135,186
433,141
430,974
569,321
989,328
18,676
847,63
249,22
123,187
619,398
316,594
124,523
808,821
315,821
398,810
291,577
46,758
889,572
34,576
905,578
831,109
494,449
59,947
747,720
873,675
777,342
919,729
79,867
605,658
14,737
914,777
905,344
466,808
61,580
436,468
454,494
715,258
305,545
495,342
445,386
687,889
409,434
394,397
613,121
73,489
101,732
279,123
952,701
691,684
167,215
455,315
132,290
742,571
827,812
894,138
90,714
386,991
928,850
161,137
3,11
40,421
652,495
66,294
421,619
164,573
522,435
894,489
843,243
467,438
290,143
487,579
419,603
987,906
841,254
865,676
94,184
704,861
545,758
862,792
893,478
138,724
436,535
98,385
831,800
385,450
59,886
515,31
675,922
108,180
32,822
595,235
832,814
974,792
362,146
956,894
829,695
80,389
566,272
385,282
453,299
814,691
80,529
447,616
56,455
42,167
461,937
400,441
595,368
937,177
743,553
315,933
869,653
480,775
168,207
957,368
238,693
535,447
890,932
885,914
928,898
695,372
613,371
841,218
184,785
850,712
272,238
995,969
441,101
466,77
869,239
168,467
408,500
955,307
684,876
417,545
729,338
264,890
499,484
847,879
800,471
569,777
94,628
562,988
400,484
952,235
494,732
59,468
283,464
755,898
295,737
504,947
987,922
256,866
613,652
235,867
265,922
503,709
586,63
906,528
882,772
127,49
975,454
344,965
820,275
441,480
947,734
30,572
596,58
213,500
785,434
946,535
946,53
328,932
439,571
582,227
885,454
177,98
275,31
683,98
434,687
32,724
301,504
32,361
969,171
806,539
786,283
451,749
529,955
142,134
418,441
666,989
901,701
330,467
676,25
800,3
495,339
42,957
675,972
160,460
275,397
875,308
784,111
919,454
59,418
471,371
438,86
946,745
934,861
972,368
136,10
34,119
114,898
965,449
40,975
434,535
908,608
682,10
663,344
347,528
298,587
494,730
329,569
650,311
15,616
5,205
650,466
19,590
553,867
34,866
535,213
404,137
417,47
713,791
18,428
398,952
898,487
441,572
505,396
523,101
990,709
114,595
259,745
218,439
511,136
511,341
644,222
368,101
468,847
569,928
869,441
30,231
808,730
112,434
347,487
380,652
724,388
881,689
625,865
160,217
287,361
548,447
596,818
631,456
590,977
990,967
433,732
339,149
108,365
435,371
137,328
867,625
318,215
902,141
56,361
862,190
158,494
837,18
898,906
449,914
128,901
449,298
806,112
318,454
870,397
756,735
786,387
729,988
989,13
562,792
263,188
391,857
449,393
441,933
999,573
13,371
937,238
975,175
484,621
281,396
18,881
735,730
30,299
342,875
652,279
594,589
308,422
91,217
456,757
487,653
400,756
464,284
861,256
528,889
621,290
188,58
568,421
17,641
18,676
445,370
456,511
316,166
15,528
337,747
571,407
946,361
40,666
33,946
499,435
843,733
605,890
407,687
218,949
808,330
876,58
58,543
590,811
615,990
687,729
689,256
448,922
684,712
474,299
831,650
437,309
168,987
476,650
889,893
543,494
937,91
186,91
264,175
881,745
528,976
158,837
467,328
733,586
441,304
881,466
137,596
653,128
661,946
161,387
66,135
955,615
977,299
71,30
18,603
933,743
870,328
156,66
684,877
882,62
231,758
875,484
308,682
786,647
443,177
134,427
263,742
586,644
141,360
707,11
735,443
590,127
290,865
133,999
876,954
238,360
926,965
905,932
628,743
419,397
421,932
404,856
897,713
603,507
207,242
505,870
243,389
957,56
142,988
777,15
868,108
922,684
295,108
946,666
301,866
529,453
707,883
914,995
328,167
963,676
734,63
826,735
141,949
933,487
954,422
222,676
450,347
141,342
490,900
715,460
732,664
511,956
684,226
73,142
387,511
879,879
625,337
87,114
37,389
474,898
337,290
539,900
826,166
166,136
455,485
949,787
861,477
441,691
59,421
902,62
812,844
755,870
536,732
387,454
548,253
858,422
715,507
471,149
922,160
590,784
61,215
689,468
515,495
869,955
438,965
279,878
831,318
167,540
735,445
858,745
128,146
309,63
143,500
295,433
540,269
977,737
850,126
912,133
71,61
934,218
380,543
279,825
5,969
299,625
158,186
114,724
311,944
265,792
755,709
321,902
761,616
618,371
235,586
264,114
265,397
515,150
34,922
22,885
742,539
372,936
380,238
188,213
713,791
242,438
857,523
857,11
435,61
368,900
107,242
62,905
133,264
471,71
822,412
167,540
108,305
897,831
179,347
714,284
307,861
238,393
347,844
328,702
200,135
647,321
704,529
812,714
878,490
207,235
543,499
743,174
707,730
136,214
177,571
412,389
702,695
360,903
453,504
925,435
969,535
360,742
412,218
884,215
279,734
735,171
565,876
400,885
127,607
650,102
831,422
455,986
826,109
869,697
298,977
207,683
510,587
495,714
380,213
822,573
134,455
825,443
482,507
737,912
965,843
734,713
812,238
386,687
631,127
985,207
986,386
724,114
257,18
536,989
66,269
150,707
843,439
397,61
616,566
263,141
892,269
650,755
455,499
109,775
702,40
146,875
691,625
205,63
63,397
821,166
621,831
749,745
812,573
115,445
239,311
108,407
136,676
631,13
73,995
562,421
806,590
137,141
301,146
587,433
820,682
114,693
86,257
150,417
528,179
187,853
919,883
330,186
933,693
188,222
861,468
947,876
511,379
417,944
338,31
265,732
102,621
422,647
339,316
587,652
969,396
758,447
993,928
844,30
467,806
584,330
644,647
808,775
115,311
307,281
761,295
263,821
695,368
73,128
504,674
707,430
307,505
822,693
23,903
737,32
433,150
13,222
18,338
714,969
926,141
133,222
515,616
365,605
898,371
716,316
861,562
729,329
179,174
13,948
902,701
328,31
735,701
454,582
647,86
902,394
10,150
985,775
474,885
108,321
437,269
56,265
866,61
811,756
607,507
87,293
87,487
757,466
368,121
279,580
439,466
663,975
571,695
17,243
311,143
484,511
540,389
709,919
883,584
62,664
906,143
952,407
114,986
590,121
836,344
507,758
158,536
437,644
146,587
663,487
893,729
932,936
476,889
967,226
693,25
791,843
71,471
342,253
582,461
861,487
573,187
174,93
991,188
295,168
231,967
17,826
729,999
73,226
213,664
730,836
926,73
214,329
734,265
975,368
445,393
258,134
98,641
344,188
242,77
893,111
342,905
304,691
318,295
944,341
875,330
919,59
806,111
407,443
683,263
735,661
422,957
166,822
934,454
344,242
743,831
365,316
569,664
925,321
825,580
986,732
49,36
875,174
263,695
101,499
235,328
663,256
421,972
146,989
919,205
453,495
311,329
393,396
133,713
919,45
644,445
108,847
453,885
73,897
18,876
127,868
167,121
290,109
587,821
892,471
589,86
318,86
729,418
925,504
71,540
422,967
474,594
281,587
421,965
682,123
944,562
729,566
439,875
98,290
165,98
689,995
235,56
821,729
311,610
825,893
284,590
936,897
258,922
385,997
974,847
902,691
505,875
134,936
792,974
316,396
22,372
859,71
443,218
460,253
836,235
186,826
468,857
641,13
569,787
660,13
584,112
548,295
729,175
562,695
218,370
784,17
476,676
165,898
811,743
499,135
412,318
999,775
137,697
882,10
387,584
504,98
146,756
952,150
418,287
932,365
137,867
868,449
756,650
985,540
897,143
66,61
329,867
734,239
925,188
150,682
594,925
691,956
371,666
121,969
321,146
459,311
281,664
134,186
174,989
919,869
123,435
13,749
365,441
573,716
821,664
418,713
146,674
136,714
293,932
852,115
175,168
906,876
821,222
969,987
875,439
571,584
893,298
301,713
697,293
594,732
897,279
115,449
166,689
991,892
580,749
56,93
321,756
73,663
439,900
36,321
836,822
785,836
49,123
98,573
843,93
389,490
658,883
30,735
93,217
919,299
150,146
409,19
393,868
684,868
932,867
98,126
93,487
287,269
321,269
825,441
264,328
868,535
631,821
934,257
19,15
121,269
174,36
733,205
861,391
400,956
747,658
256,859
447,166
258,507
487,758
338,683
165,461
22,641
63,621
932,540
295,235
903,66
529,301
396,187
391,756
231,862
590,826
73,730
755,859
965,134
30,30
467,143
17,928
175,299
875,388
316,589
243,756
715,952
515,365
825,858
675,661
379,986
540,217
615,36
468,495
385,868
136,515
338,650
565,586
45,56
400,867
812,952
269,17
991,307
467,269
500,330
922,174
368,684
494,859
258,464
847,932
902,775
127,495
714,897
422,775
49,906
618,136
787,693
997,150
607,242
396,852
22,167
141,510
49,993
495,30
701,743
906,857
661,93
328,986
218,137
158,25
906,858
495,279
238,441
693,111
141,826
387,121
876,573
5,389
661,13
344,511
15,490
388,529
529,730
464,107
77,919
218,936
279,948
243,898
702,205
215,370
743,207
905,729
715,650
311,63
510,77
928,836
906,115
822,494
40,986
279,168
18,329
433,500
187,580
453,441
11,439
468,449
66,791
123,858
724,460
932,892
743,569
471,515
239,730
580,589
256,761
186,714
905,997
264,439
747,704
735,158
13,791
821,948
589,586
495,265
925,318
450,993
986,779
535,136
93,167
453,569
787,999
969,682
621,407
641,675
114,812
792,897
301,56
293,449
329,136
775,504
305,676
934,466
342,439
590,258
205,573
650,73
114,290
443,158
499,995
59,11
576,179
253,569
235,396
11,15
56,715
136,779
258,573
150,468
330,944
290,138
902,450
967,573
743,494
529,882
589,906
73,93
704,507
128,344
295,957
114,985
379,821
295,388
932,957
875,928
256,56
576,889
658,401
143,107
674,187
134,339
858,101
461,949
461,142
548,460
584,997
675,430
821,535
695,123
166,933
126,441
461,590
15,449
328,295
391,449
631,906
365,858
761,490
944,464
661,825
25,898
141,387
284,683
875,974
460,439
876,822
179,435
167,18
36,217
269,993
112,889
361,86
974,441
675,142
256,137
235,991
290,821
565,22
371,707
676,136
142,500
641,993
867,328
257,45
504,243
875,925
730,876
301,263
290,235
372,944
900,293
876,732
401,264
821,391
397,893
875,861
868,743
702,535
344,115
265,732
993,967
242,269
825,433
439,47
301,109
957,45
386,435
215,757
490,284
419,505
320,734
661,758
168,142
258,905
134,949
919,141
504,631
15,293
986,299
123,138
175,631
933,207
127,269
691,661
540,393
928,321
761,441
397,372
956,17
450,466
222,330
321,902
127,893
650,217
661,449
852,897
449,986
949,965
87,242
108,621
650,86
464,755
919,305
217,257
897,165
862,127
461,114
565,368
380,647
543,875
607,933
127,449
862,967
205,453
743,243
974,539
847,825
365,965
400,926
141,862
298,386
238,641
756,695
993,305
900,985
316,584
115,987
114,948
168,136
806,86
311,239
222,269
290,168
925,235
242,576
618,217
368,269
459,188
215,858
379,86
226,235
666,87
257,775
843,239
761,253
991,999
22,997
215,142
138,621
505,861
675,933
443,435
957,948
507,573
650,666
71,284
666,861
985,328
396,396
77,126
594,693
290,30
168,735
844,207
316,460
586,755
205,400
504,571
944,239
590,293
263,188
461,11
342,393
269,61
691,932
779,386
13,138
729,847
757,56
847,305
167,257
464,299
256,590
318,238
207,30
368,714
724,59
957,11
205,329
691,618
956,898
852,811
18,295
468,965
562,235
468,86
397,812
407,371
165,108
594,253
468,995
784,387
409,158
658,893
400,73
386,569
238,812
704,949
997,745
450,114
852,393
995,468
974,883
430,682
695,936
71,293
165,540
787,264
812,590
811,328
109,482
785,307
867,253
684,205
785,565
214,18
844,933
293,239
784,71
397,61
729,621
885,898
775,311
898,214
253,969
253,562
301,647
822,329
535,226
785,17
165,123
109,56
45,11
215,675
318,934
134,504
870,724
365,371
565,956
500,594
676,684
330,66
867,439
995,18
15,724
658,439
861,702
253,576
695,607
459,13
370,263
235,460
134,969
13,928
407,370
755,136
505,806
701,589
134,944
852,825
77,361
948,98
985,745
409,868
893,641
974,806
704,957
676,893
993,658
732,693
658,330
205,443
883,858
925,934
370,775
757,17
925,379
618,430
311,674
504,882
141,295
850,621
729,447
821,684
239,505
495,892
150,965
269,409
460,115
370,459
675,948
389,702
504,205
305,870
257,702
379,806
885,141
269,217
885,876
852,707
214,993
134,785
576,948
944,576
757,400
885,13
98,449
361,641
843,511
371,258
243,535
370,188
868,17
695,889
108,328
775,71
98,264
187,263
693,186
311,787
952,239
32,433
569,784
460,430
114,365
188,952
243,893
806,175
543,98
932,779
307,217
756,370
443,430
158,743
822,66
146,847
146,948
730,186
932,543
504,755
985,393
734,307
433,56
565,187
948,569
792,730
126,238
499,284
906,439
443,647
900,461
187,127
121,892
607,13
965,253
956,906
562,205
73,330
757,590
743,66
861,30
256,812
757,215
299,565
235,218
861,316
453,787
441,868
730,755
174,238
215,330
365,56
11,301
138,47
892,167
952,933
868,906
134,932
974,439
852,956
757,571
811,565
499,108
957,443
293,974
925,279
861,724
258,775
885,590
684,704
991,253
61,743
487,134
87,150
253,174
724,87
290,995
146,576
500,991
142,127
948,243
499,408
540,305
905,141
466,675
495,295
675,674
490,307
318,466
301,900
330,126
821,433
18,724
460,967
490,235
490,641
87,495
734,111
299,243
344,562
495,305
870,495
928,565
263,101
443,565
676,239
165,256
71,205
188,59
71,565
755,792
174,238
453,875
450,108
704,239
702,702
529,589
114,974
792,121
535,279
439,108
141,115
134,238
295,985
342,235
459,792
30,876
137,995
77,905
693,30
792,997
11,101
142,391
136,641
188,724
115,902
952,883
565,500
892,433
45,387
957,453
693,257
641,590
108,389
997,137
852,284
253,36
928,729
756,898
174,127
338,844
734,150
397,123
933,724
258,56
311,301
301,985
529,892
279,707
590,902
505,504
361,447
295,985
900,934
330,647
707,396
743,957
641,299
217,174
342,876
344,328
540,897
167,307
540,775
150,607
995,732
136,290
215,867
134,500
460,307
883,242
952,437
949,674
889,505
529,605
906,535
338,806
757,997
487,707
269,724
589,505
590,511
967,487
674,449
995,806
36,56
571,137
370,439
188,243
707,150
676,150
928,258
933,806
316,507
607,17
571,361
71,165
269,301
729,576
295,15
852,991
258,433
13,449
905,400
77,885
299,870
150,123
507,290
757,821
792,93
397,883
123,316
676,329
948,898
167,529
535,618
136,882
167,137
205,732
540,812
439,269
756,138
123,507
906,344
565,141
328,86
974,22
862,433
676,269
693,71
576,263
108,974
253,138
397,898
269,883
459,505
449,87
111,47
933,743
576,214
389,257
756,127
641,580
647,98
734,17
279,56
188,952
127,997
730,127
329,576
137,461
852,11
944,504
263,647
387,242
287,949
30,957
443,957
944,812
495,932
441,344
505,967
371,730
730,365
47,284
902,993
500,205
257,734
87,114
66,328
847,844
906,684
822,967
127,999
461,453
812,214
101,239
127,902
562,607
993,732
30,822
883,400
897,822
695,344
311,447
396,605
142,318
704,745
114,284
540,36
439,580
500,885
269,500
666,732
932,666
985,944
889,707
217,239
902,22
812,141
494,993
906,165
396,529
287,934
342,997
393,707
287,269
137,87
36,729
71,372
529,408
775,17
344,138
562,439
299,372
279,571
187,443
906,618
562,466
618,370
235,985
279,167
453,13
900,134
755,535
500,641
993,400
318,684
299,407
87,756
605,821
316,985
957,453
707,505
852,991
253,396
186,590
571,307
490,71
906,991
730,174
666,466
439,372
239,707
500,316
371,499
134,137
36,328
443,882
562,641
967,449
393,253
734,449
974,397
439,482
370,589
482,215
507,111
589,372
647,18
123,284
214,311
256,605
535,490
215,997
344,949
540,892
108,605
370,389
86,674
114,284
482,647
365,675
441,253
490,449
205,495
618,540
724,287
792,167
344,898
449,504
900,167
589,466
529,301
952,136
114,756
269,371
932,756
985,875
967,461
443,757
949,47
504,461
136,852
301,460
397,301
844,365
729,755
11,944
115,391
307,500
146,127
338,957
676,217
86,571
449,264
590,13
114,235
47,146
386,806
368,867
757,985
743,136
449,307
311,47
299,407
861,15
22,141
755,618
239,15
146,18
397,867
499,137
256,239
862,993
562,215
482,576
15,361
952,136
511,187
307,205
505,136
867,238
952,684
165,15
449,15
991,565
906,263
371,391
239,580
885,565
590,511
386,666
957,666
214,290
115,952
641,757
775,127
407,499
876,729
902,684
985,792
316,806
666,806
650,86
505,18
495,217
576,342
490,330
141,704
885,18
675,338
952,368
892,86
239,844
957,755
174,290
993,441
441,847
453,618
263,675
396,885
756,214
847,861
127,997
167,494
287,944
490,328
137,123
743,453
11,944
93,792
852,453
141,875
756,618
734,495
666,165
338,290
389,847
290,256
755,647
676,743
439,372
900,408
974,218
892,499
167,882
757,238
775,365
461,311
650,666
997,724
114,370
666,11
17,238
371,441
607,400
757,257
902,674
391,242
605,141
504,605
15,684
822,952
745,897
141,114
290,905
397,47
318,264
949,844
453,933
437,906
242,906
893,253
967,605
316,391
301,396
238,505
647,87
932,674
11,371
114,318
684,844
540,490
852,15
393,755
844,985
684,985
437,676
852,704
18,396
974,580
775,449
897,441
256,318
86,647
242,17
949,217
461,386
822,905
98,822
605,755
299,900
461,98
511,495
821,466
540,906
391,344
641,535
889,264
674,511
674,396
461,141
257,757
344,892
307,991
370,235
650,142
235,205
205,235
400,500
453,235
675,675
370,812
167,952
867,862
87,967
238,108
242,641
897,734
932,500
745,504
500,258
330,875
952,15
580,607
511,443
905,11
505,36
235,114
264,370
580,453
806,441
396,985
511,142
666,396
256,328
453,730
123,944
142,391
217,115
792,821
47,495
218,342
676,400
453,372
499,258
142,134
284,370
565,368
11,287
150,844
264,239
933,974
905,11
400,933
892,905
932,316
991,365
127,11
571,108
745,22
504,368
666,967
505,290
985,36
967,338
571,944
900,453
361,905
371,729
985,400
892,299
676,847
997,812
47,724
885,704
167,307
967,461
449,792
439,242
